Customer No.,Customer Name,Phone Number,Area Code,,
1217, Al Ayad Shopping Centre,99452667,ZB ,,
1432, Al Rabeea National S/C,97950567,ZB ,,
1089, Al Tuwan Al Raqi,,ZB ,,
2043, Ali Abbas Rest,,ZB ,,
2436, Bukhari Rest,97185454,ZB ,,
1781, Green Mart H/M,,ZB ,,
1147, Jaithmal Kalyanji Co,,ZB ,,
1336, Mohammad Obaid Al Fahd Trad,,ZB ,,
1175, Pak Afghan Resturant,92280081,ZB ,,
2223, Tayabat Saara,,ZB ,,
3301, Al Shakila Trading,78708646,ZB1 ,,
3078, Rimal Beach,72853924,ZB1 ,,
2009, Basmat Al Fajar,,ZB3 ,,
2593, Al Somhan Trading,93578733,ZB6 ,,
2902, Reeve Barka C/S,94664665,ZB7 ,,
1112, Al Kifaya Shopping Center,99719256,ZBC ,,
1415, Mars Hyper Market,,ZBC ,,
1777, New Zatoon S/C,,ZBC ,,
1237, Ramees Beach S/C,95948786,ZBC ,,
2222, Ronaq S/C,,ZBC ,,
1408, Al Diwan Cold Store,,ZD ,,
1485, Al Jabaal Al Hajar C/S,,ZD ,,
1438, Al Mardi National Trading,97100885,ZD ,,
1864, Al Qabayel Kitchen,,ZD ,,
1325, Al Taif Al Wardi,,ZD ,,
1629, Dan Hyper Market (Khoud),,ZD ,,
1663, Dan Hyper Market (Mabela),,ZD ,,
2429, Fanja C/S,98977884,ZD ,,
1611, Green Mart H/M (Lizugh),,ZD ,,
1290, Muscat Shopping Centre (Kanooze),98123607,ZD ,,
1560, New Al Shaik Al Heet Rest.,99669534,ZD ,,
1498, Ramil Al Qunaf Trading,,ZD ,,
1529, Restaurant B.B.Q,96797481,ZD ,,
3092, Ahmed Al Zomor Rest,92159150,ZD3 ,,
1371, New Dubai S/C,,ZD3 ,,
3310, New Dubai S/C,91846576,ZD3 ,,
1036, Barkat Al Fiha Kitchen,,ZD6 ,,
1548, Grain Mill,,ZDC ,,
1130, Green Mart H/M (Samail),,ZDC ,,
1806, Mars Hyper Market (Al Khoud),,ZDC ,,
1472, Mars Hyper Market (Al Khuwair),,ZDC ,,
1627, Mars Hyper Market (Azaiba),,ZDC ,,
1813, Mars Hyper Market (Ghubra),,ZDC ,,
1939, Mars Hyper Market (Seeb),,ZDC ,,
2291, Naseem Rest,,ZDC ,,
1429, Noor Shopping Centre,,ZDC ,,
2174, Zeeshan Kitchen,,ZDQ ,,
1968, Abaq Al Asalah Restaurant,,ZE ,,
1609, Al Amana Shopping Center,98026914,ZE ,,
1533, Al Ashkara Shopping Centre,92536848,ZE ,,
1660, Al Deman Restaurant,,ZE ,,
1410, Al Hiba Shopping Centre (Ibra),99030150,ZE ,,
2331, Al Zeemha Trading,,ZE ,,
1846, Mazak Trading (Al Kamil),,ZE ,,
2456, Qooh Al Jouba,98340788,ZE ,,
1120, Riyadh Al Shamal,99806949,ZE ,,
2684, Al Habsha Yamni Rest,97341173,ZEC ,,
2214, Al Mustafa S/C,,ZEC ,,
2766, Al Tayeen H/M,97001118,ZEC ,,
1004, Azhar Badiya,95090391,ZEC ,,
1608, Marhaba Al Sharqiya S/C,92792538,ZEC ,,
1281, Mars International Ibra,,ZEC ,,
1600, Rawafaf Al Jawfa Shopping Centre,,ZEC ,,
1554, Shams Ata Shopping Centre,,ZEC ,,
1991, Abu Zaid Shopping,,ZH ,,
2599, Al Basma Al Raki   (Sinaw),92023042,ZH ,,
2540, Anhar Al Fayha,99059460,ZH ,,
2375, Jabal Shams S/C #2,,ZH ,,
2772, Mudhbi Adam Rest,92611786,ZH ,,
1905, Nizwa Mini Mall,92226146,ZH ,,
2332, Rising Star S/C,,ZH ,,
2616, Younus Bin Ali,95084483,ZH ,,
2262, Zawyat Jabal Shams S/c,99144091,ZH ,,
2909, Gobrat Nizwa,78277342,ZHC ,,
2198, Star H/M,,ZHC ,,
2247, Friends C/S,,ZHG ,,
1107, Shams Al Barka,,ZK ,,
2560, Sheda Al Mussanah,94443354,ZK ,,
2063, Marasil H/M,,ZK2 ,,
2918, Atbat Al Suwiq Kitchen,91111432,ZK3 ,,
2891, Al Mazyood S/M,96994268,ZK4 ,,
1286, Al Zahiya Food Stuff,99483490,ZKA ,,
1236, Tayebat National H/M,,ZKAC ,,
1873, Al Basma Hyper Market,,ZKC ,,
1978, Al Basmah H/M 2,,ZKC ,,
1116, Al Mardhuf Hyper Market,,ZKC ,,
1002, Al Marouj Shopping Centre,,ZKC ,,
1239, Al Nakhla Shopping Centre,,ZKC ,,
2527, Amjad al Funja,,ZKC ,,
